project_id,mp_name,state,constituency,work_category,implementing_agency,cost_estimate,sanctioned_amount,actual_expenditure,payment_count,start_date,expected_completion,actual_completion,status,has_tender_on_file,has_mp_recommendation,is_anomaly,anomaly_type,cost_deviation_ratio,expenditure_utilization,delay_days,district_cost_zscore
MPLADS-00481,BASTIPATI NAGARAJU PANCHALINGALA,Andhra Pradesh,KURNOOL,Education,Cooperative Society,296000,338000,289600,2,15-11-2024,15-08-2025,08-10-2025,Completed,FALSE,TRUE,FALSE,,1.14,0.86,54,-0.65
MPLADS-00482,BASTIPATI NAGARAJU PANCHALINGALA,Andhra Pradesh,KURNOOL,Other Public Facilities,Gram Panchayat,483000,473000,409900,2,25-08-2023,13-07-2024,06-09-2024,Completed,TRUE,TRUE,FALSE,,0.98,0.87,55,0.42
MPLADS-00483,Bhagirath Chaudhary,Rajasthan,AJMER,Other Public Facilities,Gram Panchayat,671000,770000,675000,1,18-01-2024,11-07-2024,18-07-2024,Completed,TRUE,TRUE,FALSE,,1.15,0.88,7,1.12
MPLADS-00484,Bhagirath Chaudhary,Rajasthan,AJMER,Education,District PWD,521000,514000,275000,1,06-11-2024,21-09-2025,,In Progress,FALSE,TRUE,FALSE,,0.99,0.54,0,-0.53
MPLADS-00485,Bhagirath Chaudhary,Rajasthan,AJMER,"Railways, Roads, Pathways & Bridges",District PWD,481000,504000,206900,2,18-01-2023,29-05-2023,,In Progress,TRUE,TRUE,FALSE,,1.05,0.41,734,-0.6
MPLADS-00486,BHAJAN LAL JATAV,Rajasthan,KARAULI-DHOLPUR(SC),"Railways, Roads, Pathways & Bridges",Zila Parishad,501000,534000,0,0,29-05-2024,18-12-2024,,Not Started,TRUE,TRUE,FALSE,,1.07,0,165,-0.51
MPLADS-00487,BHAJAN LAL JATAV,Rajasthan,KARAULI-DHOLPUR(SC),Others,State Rural Dev Agency,783000,883000,96300,0,20-04-2023,13-10-2023,,Stalled,TRUE,TRUE,FALSE,,1.13,0.11,597,1.81
MPLADS-00488,BHAJAN LAL JATAV,Rajasthan,KARAULI-DHOLPUR(SC),"Railways, Roads, Pathways & Bridges",District PWD,555000,559000,501000,3,23-06-2024,07-05-2025,27-04-2025,Completed,TRUE,TRUE,FALSE,,1.01,0.9,-10,-0.43
MPLADS-00489,BHAJAN LAL JATAV,Rajasthan,KARAULI-DHOLPUR(SC),Sanitation & Public Health,Cooperative Society,532000,544000,45000,0,18-01-2024,08-07-2024,,Stalled,TRUE,TRUE,FALSE,,1.02,0.08,328,-0.47
MPLADS-00490,BHAJAN LAL JATAV,Rajasthan,KARAULI-DHOLPUR(SC),"Railways, Roads, Pathways & Bridges",Cooperative Society,639000,719000,682600,3,20-08-2023,20-02-2024,29-03-2024,Completed,TRUE,TRUE,FALSE,,1.13,0.95,38,0.06
MPLADS-00491,BHAJAN LAL JATAV,Rajasthan,KARAULI-DHOLPUR(SC),Others,District PWD,753000,784000,601500,1,02-02-2023,30-10-2023,20-12-2023,Completed,TRUE,TRUE,FALSE,,1.04,0.77,51,1.03
MPLADS-00492,BHAJAN LAL JATAV,Rajasthan,KARAULI-DHOLPUR(SC),Other Public Facilities,Gram Panchayat,744000,689000,552600,1,14-10-2024,19-06-2025,06-07-2025,Completed,TRUE,TRUE,FALSE,,0.93,0.8,17,0.5
MPLADS-00493,BHAJAN LAL JATAV,Rajasthan,KARAULI-DHOLPUR(SC),Others,District PWD,502000,460000,0,0,22-10-2024,02-07-2025,,Not Started,TRUE,TRUE,FALSE,,0.92,0,0,-1.51
MPLADS-00494,BHAJAN LAL JATAV,Rajasthan,KARAULI-DHOLPUR(SC),"Railways, Roads, Pathways & Bridges",Cooperative Society,686000,709000,173900,0,24-06-2024,20-10-2024,,Stalled,TRUE,TRUE,FALSE,,1.03,0.25,224,0.03
MPLADS-00495,BHAJAN LAL JATAV,Rajasthan,KARAULI-DHOLPUR(SC),Others,Municipal Corporation,752000,862000,217900,1,03-08-2024,11-01-2025,,In Progress,FALSE,TRUE,FALSE,,1.15,0.25,141,1.64
MPLADS-00496,BHAJAN LAL JATAV,Rajasthan,KARAULI-DHOLPUR(SC),Education,Municipal Corporation,557000,508000,191500,1,10-07-2024,22-10-2024,,In Progress,FALSE,TRUE,FALSE,,0.91,0.38,222,-0.58
MPLADS-00497,BHARAT SINGH KUSHWAH,Madhya Pradesh,GWALIOR,Other Public Facilities,Cooperative Society,284000,270000,120500,1,17-01-2023,10-05-2023,,Stalled,TRUE,TRUE,FALSE,,0.95,0.45,753,-0.59
MPLADS-00498,BHARAT SINGH KUSHWAH,Madhya Pradesh,GWALIOR,Drinking Water Facility,State Rural Dev Agency,394000,376000,115000,0,12-02-2024,24-08-2024,,Stalled,TRUE,TRUE,FALSE,,0.95,0.31,281,0.54
MPLADS-00499,BHARAT SINGH KUSHWAH,Madhya Pradesh,GWALIOR,Drinking Water Facility,Cooperative Society,279000,316000,184600,2,03-02-2024,04-06-2024,,In Progress,TRUE,TRUE,FALSE,,1.13,0.58,362,-0.25
MPLADS-00500,BHARAT SINGH KUSHWAH,Madhya Pradesh,GWALIOR,Other Public Facilities,Cooperative Society,328000,298000,0,0,24-05-2023,30-12-2023,,Not Started,TRUE,TRUE,FALSE,,0.91,0,519,-0.38
MPLADS-00501,BHARAT SINGH KUSHWAH,Madhya Pradesh,GWALIOR,"Railways, Roads, Pathways & Bridges",Municipal Corporation,354000,405000,341500,1,21-12-2023,21-08-2024,27-09-2024,Completed,TRUE,TRUE,FALSE,,1.14,0.84,37,1.02
MPLADS-00502,BHARAT SINGH KUSHWAH,Madhya Pradesh,GWALIOR,Other Public Facilities,Municipal Corporation,415000,442000,0,0,11-09-2024,31-12-2024,,Not Started,TRUE,TRUE,FALSE,,1.07,0,152,0.68
MPLADS-00503,BHARAT SINGH KUSHWAH,Madhya Pradesh,GWALIOR,Sanitation & Public Health,Zila Parishad,300000,333000,136200,1,31-01-2023,11-12-2023,,In Progress,TRUE,TRUE,FALSE,,1.11,0.41,538,-0.33
MPLADS-00504,BHARAT SINGH KUSHWAH,Madhya Pradesh,GWALIOR,Education,State Rural Dev Agency,269000,249000,193000,3,31-12-2023,05-07-2024,,In Progress,TRUE,TRUE,FALSE,,0.93,0.78,331,-1.19
MPLADS-00505,BHARATBHAI MANUBHAI SUTARIYA,Gujarat,AMRELI,Other Public Facilities,Zila Parishad,194000,195000,157400,2,07-11-2024,23-03-2025,12-05-2025,Completed,TRUE,TRUE,FALSE,,1.01,0.81,50,-1.5
MPLADS-00506,BHARATBHAI MANUBHAI SUTARIYA,Gujarat,AMRELI,"Railways, Roads, Pathways & Bridges",Cooperative Society,280000,811000,654000,3,31-12-2024,19-12-2025,17-12-2025,Completed,TRUE,TRUE,TRUE,cost_overrun,2.9,0.81,-2,3.82
MPLADS-00507,BHARATBHAI MANUBHAI SUTARIYA,Gujarat,AMRELI,Education,District PWD,327000,338000,235900,2,07-06-2023,09-03-2024,,In Progress,TRUE,TRUE,FALSE,,1.03,0.7,449,1.19
MPLADS-00508,Bharatsinhji Shankarji Dabhi,Gujarat,PATAN,Other Public Facilities,District PWD,277000,285000,239000,2,12-11-2023,04-05-2024,29-05-2024,Completed,TRUE,TRUE,FALSE,,1.03,0.84,25,0.1
MPLADS-00509,Bharatsinhji Shankarji Dabhi,Gujarat,PATAN,"Railways, Roads, Pathways & Bridges",District PWD,369000,421000,356000,2,11-07-2023,25-01-2024,03-03-2024,Completed,TRUE,TRUE,FALSE,,1.14,0.85,38,0.84
MPLADS-00510,Bharatsinhji Shankarji Dabhi,Gujarat,PATAN,Other Public Facilities,Municipal Corporation,337000,383000,327000,3,27-01-2023,15-08-2023,26-09-2023,Completed,TRUE,TRUE,FALSE,,1.14,0.85,42,1.83
MPLADS-00511,Bharatsinhji Shankarji Dabhi,Gujarat,PATAN,Other Public Facilities,Cooperative Society,209000,237000,197500,2,30-01-2024,17-06-2024,16-07-2024,Completed,TRUE,TRUE,FALSE,,1.13,0.83,29,-0.76
MPLADS-00512,Bharatsinhji Shankarji Dabhi,Gujarat,PATAN,"Railways, Roads, Pathways & Bridges",Zila Parishad,288000,289000,77100,1,26-07-2024,07-12-2024,,Stalled,TRUE,TRUE,FALSE,,1,0.27,176,-0.17
MPLADS-00513,Bharatsinhji Shankarji Dabhi,Gujarat,PATAN,Others,Gram Panchayat,202000,202000,159500,3,02-12-2024,29-03-2025,11-03-2025,Completed,TRUE,TRUE,FALSE,,1,0.79,-18,-0.8
MPLADS-00514,Bharatsinhji Shankarji Dabhi,Gujarat,PATAN,Other Public Facilities,Gram Panchayat,217000,208000,181900,4,30-05-2023,03-09-2023,19-10-2023,Completed,TRUE,TRUE,FALSE,,0.96,0.87,46,-1.27
MPLADS-00515,Bharatsinhji Shankarji Dabhi,Gujarat,PATAN,Education,Gram Panchayat,196000,178000,148100,1,20-03-2023,22-11-2023,03-12-2023,Completed,TRUE,TRUE,FALSE,,0.91,0.83,11,-1.53
MPLADS-00516,Bharatsinhji Shankarji Dabhi,Gujarat,PATAN,Other Public Facilities,District PWD,189000,207000,126000,1,31-08-2024,21-02-2025,,In Progress,TRUE,TRUE,FALSE,,1.1,0.61,100,-1.29
MPLADS-00517,BHARTI PARDHI,Madhya Pradesh,BALAGHAT,Education,Municipal Corporation,392000,432000,356300,3,10-02-2024,10-07-2024,09-07-2024,Completed,TRUE,TRUE,FALSE,,1.1,0.82,-1,1.25
MPLADS-00518,BHARTI PARDHI,Madhya Pradesh,BALAGHAT,Others,State Rural Dev Agency,234000,237000,167000,2,26-03-2024,24-09-2024,12-11-2024,Completed,TRUE,TRUE,FALSE,,1.01,0.7,49,-0.64
MPLADS-00519,BHARTI PARDHI,Madhya Pradesh,BALAGHAT,Education,Gram Panchayat,327000,307000,255200,3,20-05-2023,22-01-2024,06-03-2024,Completed,TRUE,TRUE,TRUE,duplicate_work,0.94,0.83,44,-0.42
MPLADS-00520,BHARTI PARDHI,Madhya Pradesh,BALAGHAT,"Railways, Roads, Pathways & Bridges",Cooperative Society,246000,238000,197700,1,18-11-2023,25-05-2024,06-06-2024,Completed,TRUE,TRUE,FALSE,,0.97,0.83,12,-1.41
MPLADS-00521,BHARTI PARDHI,Madhya Pradesh,BALAGHAT,Education,Municipal Corporation,363000,344000,185300,1,12-12-2024,04-09-2025,,In Progress,TRUE,TRUE,FALSE,,0.95,0.54,0,0.08
MPLADS-00522,BHARTI PARDHI,Madhya Pradesh,BALAGHAT,Others,State Rural Dev Agency,405000,395000,350800,3,21-01-2024,22-06-2024,04-07-2024,Completed,TRUE,TRUE,FALSE,,0.98,0.89,12,0.19
MPLADS-00523,BHARTI PARDHI,Madhya Pradesh,BALAGHAT,Other Public Facilities,State Rural Dev Agency,390000,390000,133800,1,24-07-2023,03-12-2023,,In Progress,TRUE,TRUE,FALSE,,1,0.34,546,0.3
MPLADS-00524,BHARTI PARDHI,Madhya Pradesh,BALAGHAT,Education,Gram Panchayat,357000,345000,109700,1,28-01-2023,20-05-2023,,Stalled,TRUE,TRUE,FALSE,,0.97,0.32,743,0.09
MPLADS-00525,BHASKAR MURLIDHAR BHAGARE,Maharashtra,DINDORI(ST),Other Public Facilities,Gram Panchayat,459000,520000,0,0,26-10-2023,31-07-2024,,Not Started,TRUE,TRUE,FALSE,,1.13,0,305,-0.38
MPLADS-00526,BHASKAR MURLIDHAR BHAGARE,Maharashtra,DINDORI(ST),Other Public Facilities,Cooperative Society,679000,614000,412800,1,20-11-2024,01-10-2025,,In Progress,TRUE,TRUE,FALSE,,0.9,0.67,0,0.02
MPLADS-00527,BHASKAR MURLIDHAR BHAGARE,Maharashtra,DINDORI(ST),Others,State Rural Dev Agency,760000,740000,287900,1,07-06-2023,01-11-2023,,In Progress,TRUE,TRUE,FALSE,,0.97,0.39,578,0.83
MPLADS-00528,BHASKAR MURLIDHAR BHAGARE,Maharashtra,DINDORI(ST),"Railways, Roads, Pathways & Bridges",Cooperative Society,430000,492000,309700,2,05-05-2024,04-02-2025,,In Progress,TRUE,TRUE,FALSE,,1.14,0.63,117,-0.84
MPLADS-00529,BHASKAR MURLIDHAR BHAGARE,Maharashtra,DINDORI(ST),Education,State Rural Dev Agency,640000,2425000,2099700,2,04-03-2024,14-11-2024,,In Progress,TRUE,TRUE,TRUE,cost_overrun,3.79,0.87,199,5.24
MPLADS-00530,BHASKAR MURLIDHAR BHAGARE,Maharashtra,DINDORI(ST),"Railways, Roads, Pathways & Bridges",Cooperative Society,675000,646000,498900,2,31-08-2024,07-06-2025,,In Progress,TRUE,TRUE,FALSE,,0.96,0.77,0,0.33
MPLADS-00531,BHASKAR MURLIDHAR BHAGARE,Maharashtra,DINDORI(ST),Other Public Facilities,Cooperative Society,667000,637000,575600,1,11-11-2024,25-02-2025,16-02-2025,Completed,TRUE,TRUE,FALSE,,0.96,0.9,-9,0.11
MPLADS-00532,BHAUSAHEB RAJARAM WAKCHAURE,Maharashtra,SHIRDI(SC),"Railways, Roads, Pathways & Bridges",Gram Panchayat,480000,435000,240900,1,24-11-2024,14-08-2025,,In Progress,TRUE,TRUE,FALSE,,0.91,0.55,0,-1.27
MPLADS-00533,BHAUSAHEB RAJARAM WAKCHAURE,Maharashtra,SHIRDI(SC),Sanitation & Public Health,State Rural Dev Agency,448000,436000,406000,3,19-04-2023,16-01-2024,13-03-2024,Completed,TRUE,TRUE,FALSE,,0.97,0.93,57,-1.08
MPLADS-00534,BHAUSAHEB RAJARAM WAKCHAURE,Maharashtra,SHIRDI(SC),"Railways, Roads, Pathways & Bridges",Gram Panchayat,416000,437000,348600,3,25-07-2024,24-01-2025,,In Progress,TRUE,TRUE,FALSE,,1.05,0.8,128,-1.26
MPLADS-00535,BHAUSAHEB RAJARAM WAKCHAURE,Maharashtra,SHIRDI(SC),Education,Municipal Corporation,436000,470000,0,0,19-04-2024,06-10-2024,,Not Started,TRUE,TRUE,FALSE,,1.08,0,238,-0.59
MPLADS-00536,BHAUSAHEB RAJARAM WAKCHAURE,Maharashtra,SHIRDI(SC),Other Public Facilities,District PWD,725000,796000,445900,1,26-01-2023,28-10-2023,,In Progress,TRUE,TRUE,FALSE,,1.1,0.56,582,0.78
MPLADS-00537,BHAUSAHEB RAJARAM WAKCHAURE,Maharashtra,SHIRDI(SC),"Railways, Roads, Pathways & Bridges",Municipal Corporation,485000,463000,0,0,29-04-2023,26-01-2024,,Not Started,TRUE,TRUE,FALSE,,0.95,0,492,-1.06
MPLADS-00538,BHOJRAJ NAG,Chhattisgarh,KANKER(ST),Other Public Facilities,District PWD,486000,479000,0,0,11-04-2024,16-08-2024,,Not Started,TRUE,TRUE,FALSE,,0.99,0,289,-0.29
MPLADS-00539,BHOJRAJ NAG,Chhattisgarh,KANKER(ST),Other Public Facilities,District PWD,599000,636000,404000,2,24-03-2024,20-07-2024,,In Progress,TRUE,TRUE,FALSE,,1.06,0.64,316,1.27
MPLADS-00540,BHOJRAJ NAG,Chhattisgarh,KANKER(ST),Other Public Facilities,Cooperative Society,556000,517000,405900,1,28-12-2024,28-03-2025,03-05-2025,Completed,TRUE,TRUE,FALSE,,0.93,0.79,36,0.08
MPLADS-00541,Bhola Singh,Uttar Pradesh,BULANDSHAHR(SC),Other Public Facilities,State Rural Dev Agency,321000,308000,66000,0,18-06-2023,12-10-2023,,Stalled,TRUE,TRUE,FALSE,,0.96,0.21,598,-0.45
MPLADS-00542,Bhola Singh,Uttar Pradesh,BULANDSHAHR(SC),"Railways, Roads, Pathways & Bridges",Gram Panchayat,272000,312000,285100,2,13-06-2023,11-01-2024,02-02-2024,Completed,TRUE,TRUE,FALSE,,1.15,0.91,22,-0.41
MPLADS-00543,Bhola Singh,Uttar Pradesh,BULANDSHAHR(SC),"Railways, Roads, Pathways & Bridges",District PWD,324000,346000,299900,2,06-10-2024,10-07-2025,15-07-2025,Completed,TRUE,TRUE,FALSE,,1.07,0.87,5,-0.14
MPLADS-00544,Bhola Singh,Uttar Pradesh,BULANDSHAHR(SC),Other Public Facilities,District PWD,261000,273000,0,0,20-09-2024,27-06-2025,,Not Started,TRUE,TRUE,FALSE,,1.05,0,0,-0.65
MPLADS-00545,Bhola Singh,Uttar Pradesh,BULANDSHAHR(SC),Other Public Facilities,District PWD,433000,444000,367200,3,22-12-2024,08-10-2025,06-11-2025,Completed,TRUE,TRUE,FALSE,,1.03,0.83,29,0.33
MPLADS-00546,Bhola Singh,Uttar Pradesh,BULANDSHAHR(SC),Other Public Facilities,Municipal Corporation,276000,257000,196100,2,14-08-2024,03-08-2025,23-07-2025,Completed,TRUE,TRUE,FALSE,,0.93,0.76,-11,-0.74
MPLADS-00547,Bhola Singh,Uttar Pradesh,BULANDSHAHR(SC),Other Public Facilities,State Rural Dev Agency,356000,328000,199900,2,21-07-2023,03-11-2023,,In Progress,TRUE,TRUE,FALSE,,0.92,0.61,576,-0.33
MPLADS-00548,BHUMARE SANDIPANRAO ASARAM,Maharashtra,AURANGABAD_MH,"Railways, Roads, Pathways & Bridges",District PWD,499000,526000,423300,3,16-10-2024,17-09-2025,31-10-2025,Completed,TRUE,TRUE,FALSE,,1.05,0.8,44,-0.58
MPLADS-00549,BHUMARE SANDIPANRAO ASARAM,Maharashtra,AURANGABAD_MH,Other Public Facilities,Cooperative Society,521000,552000,483100,2,23-12-2023,28-07-2024,24-07-2024,Completed,TRUE,TRUE,FALSE,,1.06,0.88,-4,-0.24
MPLADS-00550,BHUMARE SANDIPANRAO ASARAM,Maharashtra,AURANGABAD_MH,Others,Cooperative Society,390000,382000,0,0,23-12-2024,07-04-2025,,Not Started,TRUE,TRUE,FALSE,,0.98,0,55,-1.17
MPLADS-00551,BHUMARE SANDIPANRAO ASARAM,Maharashtra,AURANGABAD_MH,Other Public Facilities,Municipal Corporation,508000,543000,510300,3,18-05-2023,02-12-2023,11-01-2024,Completed,TRUE,FALSE,TRUE,no_mp_recommendation,1.07,0.94,40,-0.28
MPLADS-00552,BHUMARE SANDIPANRAO ASARAM,Maharashtra,AURANGABAD_MH,Education,State Rural Dev Agency,738000,710000,600400,1,11-12-2024,13-04-2025,09-05-2025,Completed,TRUE,TRUE,FALSE,,0.96,0.85,26,0.12
MPLADS-00553,Bhupathiraju Srinivasa varma,Andhra Pradesh,NARASAPURAM,"Railways, Roads, Pathways & Bridges",Cooperative Society,542000,544000,471600,2,28-01-2024,11-08-2024,12-09-2024,Completed,TRUE,TRUE,TRUE,duplicate_work,1,0.87,32,0.72
MPLADS-00554,Bhupathiraju Srinivasa varma,Andhra Pradesh,NARASAPURAM,Other Public Facilities,Municipal Corporation,305000,337000,165800,1,27-06-2023,09-06-2024,,In Progress,TRUE,FALSE,TRUE,no_mp_recommendation,1.1,0.49,357,-1.09
MPLADS-00555,Bhupathiraju Srinivasa varma,Andhra Pradesh,NARASAPURAM,Drinking Water Facility,Gram Panchayat,461000,482000,217700,1,06-04-2024,23-10-2024,,In Progress,TRUE,TRUE,FALSE,,1.05,0.45,221,0.2
MPLADS-00556,Bhupathiraju Srinivasa varma,Andhra Pradesh,NARASAPURAM,"Railways, Roads, Pathways & Bridges",Cooperative Society,400000,376000,321100,3,20-05-2023,06-03-2024,03-03-2024,Completed,TRUE,TRUE,FALSE,,0.94,0.85,-3,-0.66
MPLADS-00557,Bhupathiraju Srinivasa varma,Andhra Pradesh,NARASAPURAM,Other Public Facilities,Gram Panchayat,454000,448000,365500,1,21-05-2024,27-03-2025,19-04-2025,Completed,TRUE,TRUE,FALSE,,0.99,0.82,23,0.14
MPLADS-00558,Bhupathiraju Srinivasa varma,Andhra Pradesh,NARASAPURAM,Other Public Facilities,Zila Parishad,549000,548000,459700,3,15-05-2024,02-11-2024,25-10-2024,Completed,TRUE,TRUE,FALSE,,1,0.84,-8,1.25
MPLADS-00559,Bhupathiraju Srinivasa varma,Andhra Pradesh,NARASAPURAM,"Railways, Roads, Pathways & Bridges",Gram Panchayat,558000,608000,481900,1,27-10-2023,04-07-2024,19-08-2024,Completed,TRUE,TRUE,FALSE,,1.09,0.79,46,1.25
MPLADS-00560,BHUPENDER YADAV,Rajasthan,ALWAR,Other Public Facilities,District PWD,430000,431000,233300,2,02-08-2024,21-03-2025,,In Progress,TRUE,TRUE,FALSE,,1,0.54,72,-1.48
MPLADS-00561,BHUPENDER YADAV,Rajasthan,ALWAR,Drinking Water Facility,Municipal Corporation,748000,851000,728700,1,09-08-2024,13-11-2024,10-01-2025,Completed,TRUE,TRUE,FALSE,,1.14,0.86,58,1.87
MPLADS-00562,BHUPENDER YADAV,Rajasthan,ALWAR,Other Public Facilities,State Rural Dev Agency,529000,494000,0,0,09-07-2024,04-02-2025,,Not Started,FALSE,TRUE,FALSE,,0.93,0,117,-1
MPLADS-00563,BHUPENDER YADAV,Rajasthan,ALWAR,Education,Zila Parishad,436000,458000,41300,0,12-08-2023,15-07-2024,,Stalled,TRUE,TRUE,FALSE,,1.05,0.09,321,-0.98
MPLADS-00564,BHUPENDER YADAV,Rajasthan,ALWAR,"Railways, Roads, Pathways & Bridges",District PWD,752000,2580000,2068100,0,01-11-2023,09-07-2024,,Not Started,FALSE,TRUE,TRUE,cost_overrun,3.43,0.8,327,5.82
MPLADS-00565,BHUPENDER YADAV,Rajasthan,ALWAR,Other Public Facilities,Zila Parishad,643000,711000,0,0,25-03-2024,13-12-2024,,Not Started,TRUE,TRUE,FALSE,,1.11,0,170,0.67
MPLADS-00566,BHUPENDER YADAV,Rajasthan,ALWAR,Other Public Facilities,Gram Panchayat,584000,665000,238900,1,25-08-2024,20-04-2025,,In Progress,TRUE,TRUE,FALSE,,1.14,0.36,42,0.32
MPLADS-00567,BHUPENDER YADAV,Rajasthan,ALWAR,"Railways, Roads, Pathways & Bridges",District PWD,672000,701000,323000,1,19-06-2023,06-11-2023,,In Progress,TRUE,TRUE,FALSE,,1.04,0.46,573,0.01
MPLADS-00568,BHUPENDER YADAV,Rajasthan,ALWAR,Sanitation & Public Health,Municipal Corporation,507000,541000,443200,2,06-08-2024,26-11-2024,11-12-2024,Completed,TRUE,TRUE,FALSE,,1.07,0.82,15,-0.49
MPLADS-00569,BIBHU PRASAD TARAI,Odisha,JAGATSINGHPUR(SC),Education,State Rural Dev Agency,249000,254000,216100,1,21-12-2024,04-07-2025,20-08-2025,Completed,TRUE,TRUE,FALSE,,1.02,0.85,47,-0.17
MPLADS-00570,BIBHU PRASAD TARAI,Odisha,JAGATSINGHPUR(SC),"Railways, Roads, Pathways & Bridges",Gram Panchayat,259000,270000,0,0,26-11-2024,23-10-2025,,Not Started,TRUE,TRUE,FALSE,,1.04,0,0,-0.03
MPLADS-00571,BIBHU PRASAD TARAI,Odisha,JAGATSINGHPUR(SC),Others,Zila Parishad,173000,160000,13100,0,02-03-2023,12-06-2023,,Stalled,TRUE,TRUE,FALSE,,0.92,0.08,720,-1.33
MPLADS-00572,Bidyut Baran Mahato,Jharkhand,JAMSHEDPUR,"Railways, Roads, Pathways & Bridges",Cooperative Society,311000,289000,250300,2,13-09-2023,02-05-2024,02-05-2024,Completed,TRUE,TRUE,FALSE,,0.93,0.87,0,-1.32
MPLADS-00573,Bidyut Baran Mahato,Jharkhand,JAMSHEDPUR,Education,Gram Panchayat,429000,394000,168500,1,07-02-2024,08-05-2024,,In Progress,TRUE,TRUE,FALSE,,0.92,0.43,389,-0.31
MPLADS-00574,Bidyut Baran Mahato,Jharkhand,JAMSHEDPUR,Other Public Facilities,District PWD,390000,399000,169400,1,20-01-2024,11-08-2024,,In Progress,TRUE,TRUE,FALSE,,1.02,0.42,294,-0.47
MPLADS-00575,Bidyut Baran Mahato,Jharkhand,JAMSHEDPUR,Education,Municipal Corporation,385000,369000,178600,1,17-02-2024,12-06-2024,,In Progress,TRUE,TRUE,FALSE,,0.96,0.48,354,-0.57
MPLADS-00576,Bidyut Baran Mahato,Jharkhand,JAMSHEDPUR,Other Public Facilities,Cooperative Society,463000,480000,54800,0,10-04-2024,16-11-2024,,Stalled,TRUE,FALSE,FALSE,,1.04,0.11,197,-0.22
MPLADS-00577,Bidyut Baran Mahato,Jharkhand,JAMSHEDPUR,Others,Municipal Corporation,343000,384000,81100,0,06-04-2023,18-02-2024,,In Progress,TRUE,TRUE,FALSE,,1.12,0.21,469,-0.32
MPLADS-00578,BIJULI KALITA MEDHI,Assam,GUWAHATI,Other Public Facilities,Zila Parishad,555000,611000,0,0,06-03-2023,28-01-2024,,Not Started,TRUE,TRUE,FALSE,,1.1,0,490,1.19
MPLADS-00579,BIJULI KALITA MEDHI,Assam,GUWAHATI,Other Public Facilities,State Rural Dev Agency,345000,346000,296800,2,21-05-2024,16-01-2025,28-01-2025,Completed,TRUE,TRUE,FALSE,,1,0.86,12,-1.27
MPLADS-00580,BIJULI KALITA MEDHI,Assam,GUWAHATI,Other Public Facilities,Cooperative Society,423000,395000,161100,1,14-05-2023,24-09-2023,,In Progress,TRUE,TRUE,FALSE,,0.93,0.41,616,-0.81
MPLADS-00581,BIJULI KALITA MEDHI,Assam,GUWAHATI,Others,District PWD,577000,662000,556100,2,19-02-2023,16-07-2023,24-07-2023,Completed,TRUE,TRUE,FALSE,,1.15,0.84,8,1.88
MPLADS-00582,BIJULI KALITA MEDHI,Assam,GUWAHATI,Education,Gram Panchayat,483000,504000,206800,1,08-05-2023,19-09-2023,,Stalled,TRUE,TRUE,FALSE,,1.04,0.41,621,-0.22
MPLADS-00583,BIJULI KALITA MEDHI,Assam,GUWAHATI,Other Public Facilities,Municipal Corporation,476000,453000,90000,0,27-07-2023,16-05-2024,,Stalled,TRUE,TRUE,FALSE,,0.95,0.2,381,-0.28
MPLADS-00584,BIJULI KALITA MEDHI,Assam,GUWAHATI,Other Public Facilities,Municipal Corporation,382000,410000,0,0,12-06-2023,13-02-2024,,Not Started,TRUE,TRUE,FALSE,,1.07,0,474,-0.67
MPLADS-00585,BIPLAB KUMAR DEB,Tripura,TRIPURA WEST,Sanitation & Public Health,District PWD,973000,877000,738400,3,14-09-2023,27-04-2024,29-04-2024,Completed,TRUE,TRUE,FALSE,,0.9,0.84,2,-0.71
MPLADS-00586,BIPLAB KUMAR DEB,Tripura,TRIPURA WEST,"Railways, Roads, Pathways & Bridges",Gram Panchayat,1197000,1359000,745200,2,10-02-2024,26-06-2024,,In Progress,TRUE,TRUE,FALSE,,1.14,0.55,340,0.71
MPLADS-00587,BIPLAB KUMAR DEB,Tripura,TRIPURA WEST,Sanitation & Public Health,District PWD,1063000,1095000,927400,1,02-11-2024,04-10-2025,30-09-2025,Completed,TRUE,TRUE,FALSE,,1.03,0.85,-4,0.71
MPLADS-00588,BIPLAB KUMAR DEB,Tripura,TRIPURA WEST,Other Public Facilities,District PWD,1191000,1337000,852200,2,16-05-2023,25-01-2024,,In Progress,TRUE,TRUE,FALSE,,1.12,0.64,493,-0.71
MPLADS-00589,BIPLAB KUMAR DEB,Tripura,TRIPURA WEST,Others,Cooperative Society,1187000,1122000,1027300,2,13-12-2024,25-05-2025,21-05-2025,Completed,TRUE,TRUE,FALSE,,0.95,0.92,-4,0.87
MPLADS-00590,BIPLAB KUMAR DEB,Tripura,TRIPURA WEST,"Railways, Roads, Pathways & Bridges",District PWD,1175000,1230000,705100,1,16-05-2023,09-12-2023,,In Progress,TRUE,TRUE,FALSE,,1.05,0.57,540,-0.71
MPLADS-00591,BISHNU PADA RAY,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,Other Public Facilities,Zila Parishad,980000,2471000,2123600,4,16-04-2023,14-01-2024,26-02-2024,Completed,TRUE,TRUE,TRUE,cost_overrun,2.52,0.86,43,0
